,id,name,description,date_verified,category_icon_path,category_icon_pin_path,category_icon_pin_closed_path,amenities,country,category,location
161,78836,Hovenweep National Monument,"31 sites with tables and firepits, closely distributed around a loop, mostly for tent camping. A few sites can accommodate vehicles up to 36 ft. Clean restrooms. Self-registration. $15/site/night. Nice location close to the canyon rim, the trails, and the visitor center. Hovenweep is known for the ruins of Pueblo towers and houses constructed on the canyon rim.",2021-10-26 00:00:00 UTC,/assets/icons/camping-ba93161fdbc528d499c6dd5debc56e188b989079b6c6a742b6a0ff9b94ec09f6.png,/assets/icons/camping-pin-fbff58852a525ae180b78f8f954e38eb0035d326550b8887e7e47dd6133aa493.png,/assets/icons/camping-pin_closed-c72f8255262c0ab2532692f447733aae42c2477ee666c1064bec57cbb3e42254.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'No', 'Kitchen': 'No', 'Restaurant': 'No', 'Showers': 'No', 'Water': 'Potable', 'Toilets': 'Running Water', 'Big Rig Friendly': 'Yes', 'Tent Friendly': 'Yes', 'Pet Friendly': 'Yes', 'Sanitation Dump Station': 'Unknown'}",United States,Established Campground,"{'latitude': 37.38283666666667, 'longitude': -109.07142999999999, 'altitude': 1588.6, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
162,79251,Beef Basin Road,Great Campsite along Beef Basin Road at the foot of Bridger Jack Mesa with nice view to the Abajo Mountains.,2018-10-19 00:00:00 UTC,/assets/icons/wild-camp-f910ec32e5acbce82a3719ca8d1e4b9970f8682688f72d9d7978b27f628ebc61.png,/assets/icons/wild-camp-pin-e04fcb3c10cd4d39ab9eeaa3597ea3c567c95ee51b585cd3296caa6e4f5d85e1.png,/assets/icons/wild-camp-pin_closed-d099f816420d8b3102180bb85fadd97dff3e2be4bcc391f293909246111552d0.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'No', 'Kitchen': 'No', 'Restaurant': 'No', 'Showers': 'No', 'Water': 'No', 'Toilets': 'No', 'Big Rig Friendly': 'Yes', 'Tent Friendly': 'Yes', 'Pet Friendly': 'Yes'}",United States,Wild Camping,"{'latitude': 37.96639, 'longitude': -109.63306, 'altitude': 1905.0, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
163,79254,"Bullet Canyon Trailhead, Cedar Mesa",Camping at Bullet Canyon trailhead on Cedar Mesa. Remote and quiet with a pit toilet. 4 other cars from backpackers parked at the trailhead. 1 mile dirt road in 2 WD condition.,2018-10-12 00:00:00 UTC,/assets/icons/wild-camp-f910ec32e5acbce82a3719ca8d1e4b9970f8682688f72d9d7978b27f628ebc61.png,/assets/icons/wild-camp-pin-e04fcb3c10cd4d39ab9eeaa3597ea3c567c95ee51b585cd3296caa6e4f5d85e1.png,/assets/icons/wild-camp-pin_closed-d099f816420d8b3102180bb85fadd97dff3e2be4bcc391f293909246111552d0.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'No', 'Kitchen': 'No', 'Restaurant': 'No', 'Showers': 'No', 'Water': 'No', 'Toilets': 'Pit Toilets', 'Big Rig Friendly': 'Yes', 'Tent Friendly': 'Yes', 'Pet Friendly': 'Yes'}",United States,Wild Camping,"{'latitude': 37.43111, 'longitude': -109.95, 'altitude': 1945.0, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
164,79255,"Slickhorn Road, Cedar Mesa","Camping at a corral along Slickhorn Road on Cedar Mesa. Quiet, nice view over Cedar Mesa.",2018-10-11 00:00:00 UTC,/assets/icons/wild-camp-f910ec32e5acbce82a3719ca8d1e4b9970f8682688f72d9d7978b27f628ebc61.png,/assets/icons/wild-camp-pin-e04fcb3c10cd4d39ab9eeaa3597ea3c567c95ee51b585cd3296caa6e4f5d85e1.png,/assets/icons/wild-camp-pin_closed-d099f816420d8b3102180bb85fadd97dff3e2be4bcc391f293909246111552d0.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'No', 'Kitchen': 'No', 'Restaurant': 'No', 'Showers': 'No', 'Water': 'No', 'Toilets': 'No', 'Big Rig Friendly': 'Yes', 'Tent Friendly': 'Yes', 'Pet Friendly': 'Yes'}",United States,Wild Camping,"{'latitude': 37.40306, 'longitude': -109.94972, 'altitude': 1966.0, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
165,79256,"Tower House Trailhead, Cedar Mesa",Camping at the trailhead to Tower House Ruin on Cedar Mesa. Very remote and quiet. 4 miles dirt road in 2 WD condition.,2019-10-13 00:00:00 UTC,/assets/icons/wild-camp-f910ec32e5acbce82a3719ca8d1e4b9970f8682688f72d9d7978b27f628ebc61.png,/assets/icons/wild-camp-pin-e04fcb3c10cd4d39ab9eeaa3597ea3c567c95ee51b585cd3296caa6e4f5d85e1.png,/assets/icons/wild-camp-pin_closed-d099f816420d8b3102180bb85fadd97dff3e2be4bcc391f293909246111552d0.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'No', 'Kitchen': 'No', 'Restaurant': 'No', 'Showers': 'No', 'Water': 'No', 'Toilets': 'No', 'Big Rig Friendly': 'No', 'Tent Friendly': 'Yes', 'Pet Friendly': 'Yes'}",United States,Wild Camping,"{'latitude': 37.58278, 'longitude': -109.65444, 'altitude': 1777.0, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
166,79425,recapture pocket overlook,"Beautiful spot in a low area, surrounded by Hoodoo's.",2020-04-27 00:00:00 UTC,/assets/icons/wild-camp-f910ec32e5acbce82a3719ca8d1e4b9970f8682688f72d9d7978b27f628ebc61.png,/assets/icons/wild-camp-pin-e04fcb3c10cd4d39ab9eeaa3597ea3c567c95ee51b585cd3296caa6e4f5d85e1.png,/assets/icons/wild-camp-pin_closed-d099f816420d8b3102180bb85fadd97dff3e2be4bcc391f293909246111552d0.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'No', 'Kitchen': 'No', 'Restaurant': 'No', 'Showers': 'No', 'Water': 'No', 'Toilets': 'No', 'Big Rig Friendly': 'No', 'Tent Friendly': 'Yes', 'Pet Friendly': 'Yes'}",United States,Wild Camping,"{'latitude': 37.31818666666666, 'longitude': -109.481125, 'altitude': 1390.8, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
167,86722,laundry & hot shower,Hot showers (you need someone to open you the door so not 24/7 and the opening hours aren't listed on the door but the lady left at 6pm) with no time limit for 2.5 USD per adult and 1 USD per child. They are clean with a power socket inside and bathroom. Laundry is 2USD for small loads and 3.25USD for large ones. There is no change machine but someone is there at the counter to help and dryers work with quarters as usual.,2019-04-18 00:00:00 UTC,/assets/icons/laundry-93a28d73d1cf6f964a3a8de6fc52527b58ab1b139115b7be97e36058dcd07c83.png,/assets/icons/laundry-pin-2bf1d95ad52212ee2ab0f488ed7ab4c13ae03a68448530d0da1e00727e404c9c.png,/assets/icons/laundry-pin_closed-1623facbde9c14af5895fd8c2b08210514f4cb3563e4fb2a2dcf783286c2e9ae.png,{'Open': 'Yes'},United States,Laundromat,"{'latitude': 37.28347126, 'longitude': -109.55974243, 'altitude': 1281.0, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
168,86723,Monument Valley's best view,Right behind a parking lot and stalls where locals sell jewellery there is a space for few vehicles including 2/3 spots further below which should be hidden from vehicles coming down the main road. There is still a bit of traffic until 9:30pm but it then gets quiet and you get unbeatable views on the monument valley both at sunset and sunrise. ,2021-11-17 00:00:00 UTC,/assets/icons/wild-camp-f910ec32e5acbce82a3719ca8d1e4b9970f8682688f72d9d7978b27f628ebc61.png,/assets/icons/wild-camp-pin-e04fcb3c10cd4d39ab9eeaa3597ea3c567c95ee51b585cd3296caa6e4f5d85e1.png,/assets/icons/wild-camp-pin_closed-d099f816420d8b3102180bb85fadd97dff3e2be4bcc391f293909246111552d0.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'No', 'Kitchen': 'No', 'Restaurant': 'No', 'Showers': 'No', 'Water': 'No', 'Toilets': 'No', 'Big Rig Friendly': 'Unknown', 'Tent Friendly': 'Yes', 'Pet Friendly': 'Yes'}",United States,Wild Camping,"{'latitude': 37.10056505, 'longitude': -109.99144662, 'altitude': 1547.0, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
169,89599,Kane Gulch Ranger Station,"Parking lot asphalted with pit toilets. Quiet, good for one night.",2019-06-17 00:00:00 UTC,/assets/icons/informal-camp-f07e54b9f95dac612a043295f5c02e5591f33428b6d68a6c46de38ba5a1aade3.png,/assets/icons/informal-camp-pin-b1d3eb9535e3e2b5a3879eb3e4b7085699fd9c3a87e3b12180db59c6b56341c7.png,/assets/icons/informal-camp-pin_closed-ef968ee9662ffab9572dc9d824ea12f85195ce07e793e39732eb1a88fb6f050f.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'No', 'Kitchen': 'No', 'Restaurant': 'No', 'Showers': 'No', 'Water': 'No', 'Toilets': 'Pit Toilets', 'Big Rig Friendly': 'No', 'Tent Friendly': 'No', 'Pet Friendly': 'Yes'}",United States,Informal Campsite,"{'latitude': 37.52476007, 'longitude': -109.89582107, 'altitude': 1955.0, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
170,89815,Sand Island,"BLM managed campground along the San Juan River with pit toilets, potable water, dumpster, picnic table and fire rings at each site. 
$15/night. 23 sites total. Sites 1-8 OK for rigs under 22’ (sign says no trailers or RVs, mostly tents and cars set up). Sites 9-23 OK for bigger RVs & trailers. ",2021-06-11 00:00:00 UTC,/assets/icons/camping-ba93161fdbc528d499c6dd5debc56e188b989079b6c6a742b6a0ff9b94ec09f6.png,/assets/icons/camping-pin-fbff58852a525ae180b78f8f954e38eb0035d326550b8887e7e47dd6133aa493.png,/assets/icons/camping-pin_closed-c72f8255262c0ab2532692f447733aae42c2477ee666c1064bec57cbb3e42254.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'No', 'Kitchen': 'No', 'Restaurant': 'No', 'Showers': 'No', 'Water': 'Potable', 'Toilets': 'Pit Toilets', 'Big Rig Friendly': 'Yes', 'Tent Friendly': 'Yes', 'Pet Friendly': 'Yes', 'Sanitation Dump Station': 'Unknown'}",United States,Established Campground,"{'latitude': 37.26115929685799, 'longitude': -109.61737985018767, 'altitude': 1306.808260270802, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
171,90058,Bluff Fort - Free,"Amazing free attraction. 
Replica of old fort. About first settlers. 
Perfect for kids with costumes and about 20 log buildings to visit. 
Many photo opportunities. 

Visitor Centre has video and stuff to sell. 
Self serve homemade ice cream for 1.65usd + tax. Miam. ",2021-11-29 00:00:00 UTC,/assets/icons/tourist-6c904f82899d5bc06713f096d9a0e948ba3bb86e19bdd0b7cdcc0894e4176847.png,/assets/icons/tourist-pin-bd5e964a6313d4779a8dcf203a1044c0f3e7ad2bce366209e87d2bfdf78dbb27.png,/assets/icons/tourist-pin_closed-5880e4cd788379c35e798dbff905fba19204a60f412be9fe716faa48f2a719e2.png,{'Open': 'Yes'},United States,Tourist Attraction,"{'latitude': 37.28363230362282, 'longitude': -109.55290138731668, 'altitude': 1309.9617919921875, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
172,90059,Monticello BLM,"South side of street. 
Three bigger areas filled with RVs. 
Pit toilets in one of them. 
4wd can cross the river and go farther. ",2020-09-29 00:00:00 UTC,/assets/icons/wild-camp-f910ec32e5acbce82a3719ca8d1e4b9970f8682688f72d9d7978b27f628ebc61.png,/assets/icons/wild-camp-pin-e04fcb3c10cd4d39ab9eeaa3597ea3c567c95ee51b585cd3296caa6e4f5d85e1.png,/assets/icons/wild-camp-pin_closed-d099f816420d8b3102180bb85fadd97dff3e2be4bcc391f293909246111552d0.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'No', 'Kitchen': 'No', 'Restaurant': 'No', 'Showers': 'No', 'Water': 'No', 'Toilets': 'Pit Toilets', 'Big Rig Friendly': 'Yes', 'Tent Friendly': 'Yes', 'Pet Friendly': 'Yes'}",United States,Wild Camping,"{'latitude': 37.51041952989763, 'longitude': -109.65393165136655, 'altitude': 1473.462646484375, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
173,90266,Propane at Exxon,"$3.30 / Gallon
It’s a gas station, which means open on weekends.",2019-04-20 00:00:00 UTC,/assets/icons/propane-2543c9605d3d641d751432cfff2f94211e58169b698adb27b854b9ffdbb26a37.png,/assets/icons/propane-pin-f70afd1a4cd3899f86c2b831d4d33773035de3c65cff9697a77646b068de5fce.png,/assets/icons/propane-pin_closed-af8daa57b6d9c662a46b8ce577ca60e606ac597925b723169f51780b52273105.png,{'Open': 'Yes'},United States,Propane,"{'latitude': 37.8731809230874, 'longitude': -109.34319421659163, 'altitude': 2154.5575618743896, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
174,90619,Parking across from fort,Dirt lot opposite the local public library and next to the town visitors center. Washroom available at the visitors center from about 8am until about 6pm it seems. Wi-Fi available from Library. Water bottle fill available at visitors center as well. Stayed one night without hassle. ,2021-10-26 00:00:00 UTC,/assets/icons/informal-camp-f07e54b9f95dac612a043295f5c02e5591f33428b6d68a6c46de38ba5a1aade3.png,/assets/icons/informal-camp-pin-b1d3eb9535e3e2b5a3879eb3e4b7085699fd9c3a87e3b12180db59c6b56341c7.png,/assets/icons/informal-camp-pin_closed-ef968ee9662ffab9572dc9d824ea12f85195ce07e793e39732eb1a88fb6f050f.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'Yes - Fast', 'Kitchen': 'No', 'Restaurant': 'No', 'Showers': 'No', 'Water': 'No', 'Toilets': 'Running Water', 'Big Rig Friendly': 'Yes', 'Tent Friendly': 'No', 'Pet Friendly': 'Yes'}",United States,Informal Campsite,"{'latitude': 37.28423571, 'longitude': -109.55399883, 'altitude': 1287.8538818359375, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
175,90652,Hidden Pueblo,"easy access, nice and quiet, nice for walking to hidden Pueblo",2019-04-05 00:00:00 UTC,/assets/icons/wild-camp-f910ec32e5acbce82a3719ca8d1e4b9970f8682688f72d9d7978b27f628ebc61.png,/assets/icons/wild-camp-pin-e04fcb3c10cd4d39ab9eeaa3597ea3c567c95ee51b585cd3296caa6e4f5d85e1.png,/assets/icons/wild-camp-pin_closed-d099f816420d8b3102180bb85fadd97dff3e2be4bcc391f293909246111552d0.png,"{'Open': 'Yes', 'Electricity': 'Unknown', 'Wifi': 'Unknown', 'Kitchen': 'Unknown', 'Restaurant': 'Unknown', 'Showers': 'Unknown', 'Water': 'Unknown', 'Toilets': 'Unknown', 'Big Rig Friendly': 'Unknown', 'Tent Friendly': 'Unknown', 'Pet Friendly': 'Unknown'}",United States,Wild Camping,"{'latitude': 37.48681, 'longitude': -109.62472, 'altitude': None, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
176,90653,Hidden Cliff Dwellings,"great Cliff Dwellings, there are several ways to get on the slickrock plateau, as you on the plateau go right",2019-04-05 00:00:00 UTC,/assets/icons/tourist-6c904f82899d5bc06713f096d9a0e948ba3bb86e19bdd0b7cdcc0894e4176847.png,/assets/icons/tourist-pin-bd5e964a6313d4779a8dcf203a1044c0f3e7ad2bce366209e87d2bfdf78dbb27.png,/assets/icons/tourist-pin_closed-5880e4cd788379c35e798dbff905fba19204a60f412be9fe716faa48f2a719e2.png,{'Open': 'Yes'},United States,Tourist Attraction,"{'latitude': 37.48819, 'longitude': -109.62017, 'altitude': None, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
177,92075,Lost cave rocks,Huge roundabout circle with several camping spots. Opposite of the valley you will see a huge cave that used to be the home of Indians. Worth the little walk. Absolutely peacefully place. Stayed here with my motorbike. Easy access. ,2020-05-15 00:00:00 UTC,/assets/icons/wild-camp-f910ec32e5acbce82a3719ca8d1e4b9970f8682688f72d9d7978b27f628ebc61.png,/assets/icons/wild-camp-pin-e04fcb3c10cd4d39ab9eeaa3597ea3c567c95ee51b585cd3296caa6e4f5d85e1.png,/assets/icons/wild-camp-pin_closed-d099f816420d8b3102180bb85fadd97dff3e2be4bcc391f293909246111552d0.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'No', 'Kitchen': 'No', 'Restaurant': 'No', 'Showers': 'No', 'Water': 'Yes', 'Toilets': 'No', 'Big Rig Friendly': 'Yes', 'Tent Friendly': 'Yes', 'Pet Friendly': 'Yes'}",United States,Wild Camping,"{'latitude': 37.42789692, 'longitude': -109.62452668, 'altitude': 1472.0, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
178,92697,Maverick gas in convenient store,Look for the red water pipe. The dump station is in the parking lot where the semi tractor-trailers park. On the downhill side of the gas station.,2020-09-18 00:00:00 UTC,/assets/icons/sanitation-9f324e6a4196afefaf9b3f8e37695d4169d20a92ae67636754c50a9aec33cde1.png,/assets/icons/sanitation-pin-0bf64d8cb515d472c55b0d798bebc6350a2a9b965085e074de43ef38a9c203ca.png,/assets/icons/sanitation-pin_closed-15407288c1497875f55db915850a294f5682c8e1622e3347691d28c138daa7f6.png,{'Open': 'Yes'},United States,Sanitation Dump Station,"{'latitude': 37.87305967885803, 'longitude': -109.337246166644, 'altitude': 2139.688320159912, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
179,92734,Switchback on FS 093,"Just as you begin to transition from trees to Desert (or desert to trees if going uphill) on FS 093, there is a nice flat section of slick rock sandwiched in the switchback. With fire ring and 2 Verizon bars. 4WD only, and even then, if it rains, you might want chains. Good view.",2019-05-15 00:00:00 UTC,/assets/icons/wild-camp-f910ec32e5acbce82a3719ca8d1e4b9970f8682688f72d9d7978b27f628ebc61.png,/assets/icons/wild-camp-pin-e04fcb3c10cd4d39ab9eeaa3597ea3c567c95ee51b585cd3296caa6e4f5d85e1.png,/assets/icons/wild-camp-pin_closed-d099f816420d8b3102180bb85fadd97dff3e2be4bcc391f293909246111552d0.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'No', 'Kitchen': 'No', 'Restaurant': 'No', 'Showers': 'No', 'Water': 'No', 'Toilets': 'No', 'Big Rig Friendly': 'No', 'Tent Friendly': 'Yes', 'Pet Friendly': 'Yes'}",United States,Wild Camping,"{'latitude': 37.92782162785337, 'longitude': -109.79277309971842, 'altitude': 2263.581748851345, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
180,93684,Peace Tree - Monticello,"Overlanders need quality coffee & food for those long highway stretches between routes in remote country.  The Peace Tree in Monticello is one of the best.  Great food, spectacular espresso & friendly folks help get you on into the backcountry of SE Utah.
",2019-12-13 00:00:00 UTC,/assets/icons/restaurant-7eb912580005b85ece1f902e19fdc97006d14bbbe19ad5c999ca709f8207191a.png,/assets/icons/restaurant-pin-c63fc7e70f7a4a173e429347b6ac6a6718c1c03d9e7baa7db75fdc898004d16c.png,/assets/icons/restaurant-pin_closed-c5af0cea9b93326e1f2a584c90999af7555427b0f0c1afa014afac22539e0269.png,{'Open': 'Yes'},United States,Restaurant,"{'latitude': 37.8795273, 'longitude': -109.34261874, 'altitude': 2134.0, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
181,94694,Sierra Petroleum,Dirt lot next to highway (quiet at night) flat-ish ok for overnight parking.,2019-05-25 00:00:00 UTC,/assets/icons/informal-camp-f07e54b9f95dac612a043295f5c02e5591f33428b6d68a6c46de38ba5a1aade3.png,/assets/icons/informal-camp-pin-b1d3eb9535e3e2b5a3879eb3e4b7085699fd9c3a87e3b12180db59c6b56341c7.png,/assets/icons/informal-camp-pin_closed-ef968ee9662ffab9572dc9d824ea12f85195ce07e793e39732eb1a88fb6f050f.png,"{'Open': 'Yes', 'Electricity': 'Unknown', 'Wifi': 'Unknown', 'Kitchen': 'Unknown', 'Restaurant': 'Unknown', 'Showers': 'Unknown', 'Water': 'Unknown', 'Toilets': 'Unknown', 'Big Rig Friendly': 'Unknown', 'Tent Friendly': 'Unknown', 'Pet Friendly': 'Unknown'}",United States,Informal Campsite,"{'latitude': 37.88082438, 'longitude': -109.34259554, 'altitude': 2137.283203125, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
182,95841,Point Turn Off ,"Beautiful overlook just west of Salvation Point. 4x4 if wet, high clearance vehicle is a good idea. Large vehicle will have some problems turning around. It’s not a pull through. Amazing view of valley! One of my favorite locations so far!  ",2019-05-28 00:00:00 UTC,/assets/icons/wild-camp-f910ec32e5acbce82a3719ca8d1e4b9970f8682688f72d9d7978b27f628ebc61.png,/assets/icons/wild-camp-pin-e04fcb3c10cd4d39ab9eeaa3597ea3c567c95ee51b585cd3296caa6e4f5d85e1.png,/assets/icons/wild-camp-pin_closed-d099f816420d8b3102180bb85fadd97dff3e2be4bcc391f293909246111552d0.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'No', 'Kitchen': 'No', 'Restaurant': 'No', 'Showers': 'No', 'Water': 'No', 'Toilets': 'No', 'Big Rig Friendly': 'No', 'Tent Friendly': 'Yes', 'Pet Friendly': 'Yes'}",United States,Wild Camping,"{'latitude': 37.56346364974748, 'longitude': -109.82929481203651, 'altitude': 2130.521801534894, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
183,95901,Maverick gas station parking ,"Next to the dump there is a truck parking, clean and for big Rv. At the shop I was told to park for overnight near the white fence. No truck idling, but generators may be used during the night. 
",2019-06-11 00:00:00 UTC,/assets/icons/informal-camp-f07e54b9f95dac612a043295f5c02e5591f33428b6d68a6c46de38ba5a1aade3.png,/assets/icons/informal-camp-pin-b1d3eb9535e3e2b5a3879eb3e4b7085699fd9c3a87e3b12180db59c6b56341c7.png,/assets/icons/informal-camp-pin_closed-ef968ee9662ffab9572dc9d824ea12f85195ce07e793e39732eb1a88fb6f050f.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'No', 'Kitchen': 'No', 'Restaurant': 'Yes', 'Showers': 'Unknown', 'Water': 'Unknown', 'Toilets': 'Unknown', 'Big Rig Friendly': 'Yes', 'Tent Friendly': 'No', 'Pet Friendly': 'Yes'}",United States,Informal Campsite,"{'latitude': 37.873417017668444, 'longitude': -109.3367961265573, 'altitude': 2115.3273160187528, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
184,100406,Four Corners,"North side of highway, access road to private property (gated). Dirt track immediately turns west off the highway and away from the gate. Fairly flat, no signs prohibiting overnight parking and away from car headlights. Awesome panoramic views. Traffic is pretty minimal at night. Good place to hang for the night if you arrive at Four Corners Monument.",2021-06-18 00:00:00 UTC,/assets/icons/wild-camp-f910ec32e5acbce82a3719ca8d1e4b9970f8682688f72d9d7978b27f628ebc61.png,/assets/icons/wild-camp-pin-e04fcb3c10cd4d39ab9eeaa3597ea3c567c95ee51b585cd3296caa6e4f5d85e1.png,/assets/icons/wild-camp-pin_closed-d099f816420d8b3102180bb85fadd97dff3e2be4bcc391f293909246111552d0.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'No', 'Kitchen': 'No', 'Restaurant': 'No', 'Showers': 'No', 'Water': 'No', 'Toilets': 'No', 'Big Rig Friendly': 'Yes', 'Tent Friendly': 'No', 'Pet Friendly': 'Unknown'}",United States,Wild Camping,"{'latitude': 37.00969308942439, 'longitude': -109.01680294376503, 'altitude': 1491.1242907986343, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
185,109898,Bluff Public Library,"Very strong & free wifi, you can drive thru...",2019-09-19 00:00:00 UTC,/assets/icons/wifi-0f92b4d8b091f9cd1ad4ef75d136e04a073dce9ec82df49d7ab871a1a015e616.png,/assets/icons/wifi-pin-c483ddb0fc9dd7ffd882abdd8554ee6ed70f638397d358c6783adb02fa697b1e.png,/assets/icons/wifi-pin_closed-424d9c5d1e5b55657cfc453c040b417efc947c4536f8eb5f93841afea7bb0b5f.png,"{'Open': 'Yes', 'Wifi': 'Unknown'}",United States,Wifi,"{'latitude': 37.28397005, 'longitude': -109.55397728, 'altitude': 1293.0, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
186,109899,Valley of the gods,Big area with 2 firerings for a lot of vans & rigs. In the evening we had strong winds. Leveled and nice surrounding & views.,2021-04-22 00:00:00 UTC,/assets/icons/wild-camp-f910ec32e5acbce82a3719ca8d1e4b9970f8682688f72d9d7978b27f628ebc61.png,/assets/icons/wild-camp-pin-e04fcb3c10cd4d39ab9eeaa3597ea3c567c95ee51b585cd3296caa6e4f5d85e1.png,/assets/icons/wild-camp-pin_closed-d099f816420d8b3102180bb85fadd97dff3e2be4bcc391f293909246111552d0.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'No', 'Kitchen': 'No', 'Restaurant': 'No', 'Showers': 'No', 'Water': 'No', 'Toilets': 'No', 'Big Rig Friendly': 'Yes', 'Tent Friendly': 'Yes', 'Pet Friendly': 'Yes'}",United States,Wild Camping,"{'latitude': 37.30013347, 'longitude': -109.85082995, 'altitude': 1484.0, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
187,111553,Water point out front of the 7-11 fuel stop. ,"Fuel station, convince mart and water point",2021-06-18 13:21:06 UTC,/assets/icons/water-9a80c69888775bbfc56b91b913fa96f406a09ac964a0bdd85f7c0566b7abcd70.png,/assets/icons/water-pin-29c66b884f7b0b777c7c2c747a0b0037ee636413701bf27bd7231633f27864d7.png,/assets/icons/water-pin_closed-f8599309a1bc2b8d668d31ebfd308cc988fc8686ae55f54b8b2648fd14957a9b.png,{'Open': 'Yes'},United States,Water,"{'latitude': 37.61218608689561, 'longitude': -109.47859966351363, 'altitude': 1840.0823616691553, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
188,112378,This Rocks!,Valley of the Gods. Wawie!! Incredible views. A little away from the main road. Crazily beautiful.,2019-10-11 00:00:00 UTC,/assets/icons/wild-camp-f910ec32e5acbce82a3719ca8d1e4b9970f8682688f72d9d7978b27f628ebc61.png,/assets/icons/wild-camp-pin-e04fcb3c10cd4d39ab9eeaa3597ea3c567c95ee51b585cd3296caa6e4f5d85e1.png,/assets/icons/wild-camp-pin_closed-d099f816420d8b3102180bb85fadd97dff3e2be4bcc391f293909246111552d0.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'No', 'Kitchen': 'No', 'Restaurant': 'No', 'Showers': 'No', 'Water': 'No', 'Toilets': 'No', 'Big Rig Friendly': 'Unknown', 'Tent Friendly': 'Yes', 'Pet Friendly': 'Unknown'}",United States,Wild Camping,"{'latitude': 37.31026278346526, 'longitude': -109.84062504964865, 'altitude': 1505.1080322265625, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
189,112511,Laundromat & Shower,"Laundromat & Shower at Blanding RV Park.

Pay for the showers at the 7eleven. It's 5 Dollars + Tax per person. You get the door code when you pay. Amazing hot showers. 

Didn't use the Laundromat because it was very full on sunday.",2021-05-19 00:00:00 UTC,/assets/icons/showers-a611dfc9845cb1a0da3e17abda6bbb50bf5e6ad6f75fff191e0fbeecffe95835.png,/assets/icons/showers-pin-21dfc2a98be56b04820bbea61b0155ad1245c3e7a334d3e97c27e67c682cfcae.png,/assets/icons/showers-pin_closed-6c9625e8fa1d650b175c3aab7dd6a5fb18476842d8d8b8d8885eedfbaa773456.png,"{'Open': 'Yes', 'Showers': 'Hot'}",United States,Showers,"{'latitude': 37.61228442, 'longitude': -109.47847063, 'altitude': 1808.41259765625, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
